kode,uraian,is_priority,uraian_natural
500.10.12.6,izin tangki bahan bakar cair,False,
500.10.12.7,persetujuan sertifikasi welding prosedure specification wps dan prosedure qualification record pqr dan kualifikasi juru las,False,
500.10.12.8,penerbitasn izin usaha panas bumi iup,False,
500.10.12.9,penerbitan izin panas bumi ipb,False,
500.10.12.10,penerbitan izin pemanfaatan langsung ipl,False,
500.10.12.11,penetapan kapasitas usaha panas bumi,False,
500.10.12.12,penetapan kapasitas pembangkit listrik tenaga panas bumi pltp,False,
500.10.12.13,pengawasan eksplorasi dan eksploitasi panas bumi,False,
500.10.12.14,pelaksanaan kerja sama panas bumi,False,
500.10.12.15,inventarisasi verifikasi dan evaluasi obvitnas bidang panas bumi,True,"Laporan Inventarisasi Sumber Daya Panas Bumi, Permohonan Verifikasi Data Panas Bumi, Evaluasi Kelayakan Pengembangan Panas Bumi, Surat Pengajuan Pendanaan untuk Proyek Panas Bumi"
500.10.12.16,monitoring pelaksanaan program pengembangan dan pemberdayaan masyarakat ppm pada kegiatan pengusahaan panas bumi,True,"Laporan kemajuan program pengembangan masyarakat, evaluasi pelaksanaan program pemberdayaan masyarakat, permohonan bantuan pengembangan infrastruktur, laporan kegiatan monitoring pelaksanaan program ppm pada kegiatan pengusahaan panas bumi"
500.10.12.17,pembinaan dan pengawasan investasi panas bumi,True,"Pembinaan dan Pengawasan Investasi Panas Bumi, Laporan Kegiatan Pembinaan Investasi Panas Bumi, Permohonan Izin Eksplorasi Panas Bumi, Evaluasi Kinerja Pengawasan Investasi Panas Bumi"
500.10.13,bioenergi,False,
500.10.13.1,penerbitan izin usaha niaga bahan bakar nabati bnn,False,
500.10.13.2,pengadaan bahan bakar nabati bbn,False,
500.10.13.3,penerbitan rekomendasi ekspor impor,False,
500.10.13.4,penetapan indeks harga pasar bbn hip bbn,False,
500.10.13.5,evaluasi revisi hip bbn,True,"Evaluasi Kinerja Pengembangan Bioenergi, Revisi Dokumen HIP BBN, Laporan Kemajuan Proyek Bioenergi, Permohonan Revisi Anggaran Proyek Bioenergi"
500.10.13.6,database pengusahaan bioenergi,False,
500.10.13.7,penetapan badan usaha sebagai pengelola energi biomassa atau biogas untuk pembangkit listrik,False,
500.10.13.8,penetapan spesifikasi bahan bakar nabati,False,
500.10.13.9,usul program bioenergi pemerintah daerah dan lembaga,False,
500.10.14,aneka energi,False,
500.10.14.1,penerbitan izin usaha aneka energi,False,
500.10.14.2,penetapan kapasitas usaha,False,
500.10.14.3,rekomendasi kompetensi dan rencana penggunaan tenaga kerja asing,False,
500.10.14.4,rekomendasi persetujuan perubahan pemegang saham,False,
500.10.14.5,persetujuan rencana impor barang rib,False,
500.10.15,konservasi energi,False,
500.10.15.1,audit energi melalui program kemitraan konservasi energi,False,
500.10.15.2,monitoring implementasi hasil audit energi melalui program kemitraan konservasi energi,False,
500.10.15.3,pembinaan dan pengawasan pelaksanaan manajamen energi di pengguna energi di atas 6.000 toe,True,"Laporan pelaksanaan manajemen energi, permohonan pengawasan konservasi energi, evaluasi penggunaan energi di atas 6.000 toe, surat peringatan pelaksanaan konservasi energi"
500.10.15.4,pengawasan sertifikasi label dan tanda hemat energi pada lampu swabalast,False,
500.10.15.5,penyusunan daftar peralatan teknologi efisiensi,False,
500.10.15.6,penyusunan emisi energi gas rumah kaca,False,
500.10.15.7,pemberian insentif dan disinsentif konservasi energi,False,
500.10.15.8,profil investasi efisiensi energi,False,
500.10.15.9,invesment grade audit iga,False,
500.10.15.10,bimbingan teknis bidang ebtke,False,
500.10.16,perencanaan dan pembangunan infrastruktur ebtke,False,
500.10.16.1,usul pembangunan infrastruktur pemerintah daerah dan lembaga,False,
500.10.16.2,perencanaan pembangunan infrastruktur minyak dan gas bumi,False,
500.10.16.3,pelaksanaan pembangunan infrastruktur bidang ebtke,False,
500.10.16.4,evaluasi program kerja,True,"Evaluasi pelaksanaan program pembangunan infrastruktur energi, laporan kemajuan proyek pembangunan jaringan listrik, analisis kinerja program pengembangan sumber daya mineral, hasil evaluasi program kerja pembangunan infrastruktur energi terbarukan"
500.10.17,bina program tenaga listrik,True,"proposal pengembangan pembangkit listrik, permohonan bantuan biaya perawatan jaringan listrik, laporan kemajuan proyek listrik desa, permohonan penambahan daya listrik untuk kantor pemerintah"
500.10.17.1,investasi dan pendanaan tenaga listrik antara lain dokumen grant hibah loan agreement luar negeri monitoring loan pembangunan infrastruktur penyediaan tenaga listrik laporan penanganan permasalahan infrastruktur penyediaan tenaga listrik laporan kegiatan investasi dan pendanaan tenaga listrik,False,
500.10.17.2,pengembangan listrik pedesaan antara lain data program listrik perdesaan data rasio elektrifikasi re dan rasio desa berlistrik rd monitoring dan evaluasi listrik perdesaan listrik untuk masyarakat tidak mampu,True,"Laporan kemajuan program listrik perdesaan, permohonan bantuan listrik untuk masyarakat tidak mampu, evaluasi rasio elektrifikasi desa, pengajuan proposal pengembangan listrik pedesaan."
500.10.17.3,data dan informasi ketenagalistrikan,False,
500.10.18,bina usaha ketenagalistrikan,True,"Permohonan bantuan pembangunan jaringan listrik desa, laporan kemajuan proyek pembangunan pembangkit listrik, permohonan izin operasional pembangkit listrik, surat perjanjian kerja sama pengembangan energi terbarukan"
500.10.18.1,penyiapan usaha ketenagalistrikan antara lain pelayanan izin usaha penyediaan tenaga listrik io iupl s dan iupl bimbingan usaha ketenagalistrikan data laporan berkala pemegang izin,False,
500.10.18.2,harga dan subsidi listrik,False,
500.10.18.3,hubungan komersial tenaga listrik,False,
500.10.18.4,perlindungan konsumen listrik antara lain penanganan pengaduan konsumen listrik dokumen pengawasan tingkat mutu pelayanan tenaga listrik dokumen evaluasi realisasi tingkat mutu pelayanan tenaga listrik dokumen evaluasi pemberian kompensasi pinalti tingkat mutu pelayanan pt pln persero,True,"Penanganan Pengaduan Konsumen Listrik, Evaluasi Pelayanan Listrik, Pengawasan Mutu Pelayanan PT PLN, Laporan Pengaduan Pelanggan Listrik"
500.10.19,teknik dan lingkungan ketenagalistrikan,False,
500.10.19.1,kelaikan teknik dan keselamatan ketenagalistrikan,False,
500.10.19.2,penyiapan kompetensi dan pengawasan tenaga teknik ketenagalistrikan,False,
500.10.19.3,usaha penunjang ketenagalistrikan antara lain dokumen izin usaha jasa penunjang tenaga listrik iujptl dokumen izin pemanfaatan jaringan tenaga listrik untuk kepentingan telematika ipj telematika dokumen penandasahan rencana impor barang rib,False,
500.10.19.4,perlindungan lingkungan ketenagalistrikan antara lain dokumen forum keselamatan instalasi pemanfaatan tenaga listrik dokumen pelaksanaan pengelolaan lingkungan hidup sektor ketenagalistrikan sertifikasi laporan pembinaan dan pengawasan lingkungan dokumen perhitungan faktor emisi clean development mechansim cdm,True,"Laporan Pelaksanaan Pengelolaan Lingkungan Hidup Sektor Ketenagalistrikan, Dokumen Perhitungan Faktor Emisi Clean Development Mechanism (CDM), Sertifikasi Pengelolaan Lingkungan Ketenagalistrikan, Permohonan Pembinaan dan Pengawasan Lingkungan Ketenagalistrikan"
500.10.20,sertifikasi,False,
500.10.20.1,dokumen sertifikasi produk peralatan dan pemanfaatan tenaga listrik,False,
500.10.20.2,dokumen penunjukan lembaga sertifikasi kompetensi lsk,False,
500.10.20.3,dokumen penerbitan sertifikasi laik operasi slo instalasi tenaga listrik,False,
500.10.20.4,dokumen pembinaan dan pengawasan sertifikat laik operasi slo instalasi tenaga listrik,True,"Pengajuan Sertifikat Laik Operasi SLO Instalasi Tenaga Listrik, Laporan Pembinaan dan Pengawasan Sertifikat Laik Operasi SLO, Permohonan Perpanjangan Sertifikat Laik Operasi SLO Instalasi Tenaga Listrik, Notifikasi Kegagalan Pengawasan Sertifikat Laik Operasi SLO Instalasi Tenaga Listrik"
500.10.20.5,registrasi sertifikasi,False,
500.10.21,akreditasi ketenagalistrikan,False,
500.10.22,standarisasi kompetensi,False,
500.10.23,standardisasi nasional indonesia sni bidang ketenagalistrikan,False,
500.10.23.1,perumusan rancangan sin bidang ketenagalistrikan,False,
500.10.23.2,forum konsensus rancangan sin bidang ketenagalistrikan,False,
500.10.23.3,program pemberlakuan sni wajib bidang ketenagalistrikan,False,
500.10.23.4,dokumen pengawasan penerapan sni wajib bidang ketenagalistrikan,False,
500.10.24,standarisasi usaha penunjang ketenagalistrikan,False,
500.10.24.1,klasifikasi usaha penunjang ketenagalistrikan,False,
500.10.24.2,kualifikasi usaha penunjang ketenagalistrikan,False,
500.10.24.3,dokumen penunjukan lit lembaga inspeksi teknis,False,
500.10.24.4,laporan berkala pemegang penunjukan lit,False,
500.10.24.5,laporan hasil pengawasan penunjukan,False,
500.10.25,bina program mineral dan batubara,True,"Permohonan izin penambangan batubara, laporan produksi mineral, pengajuan proposal penelitian sumber daya mineral, permohonan bantuan peralatan pertambangan"
500.10.25.1,penyiapan dan perencanaan program mineral dan batubara,False,
500.10.25.2,rencana induk mineral dan batubara,False,
500.10.25.3,pengembangan investasi dan kerja sama bidang mineral dan batubara,True,"Permohonan kerja sama pengembangan investasi mineral, Laporan kemajuan investasi bidang batubara, Penawaran kerja sama pengembangan proyek mineral, Permohonan bantuan pendanaan untuk pengembangan industri batubara"
500.10.25.4,data dan informasi mineral dan batubara,False,
500.10.25.5,pelaporan program mineral dan batubara,False,
500.10.25.6,perencanaan penyiapan dan penawaran wilayah kerja wk mineral dan batubara melalui lelang reguler,False,
500.10.25.7,data dan informasi wilayah mineral dan batubara,False,
500.10.25.8,perencanaan produksi mineral dan batubara,False,
500.10.25.9,pengembangan dan pemanfaatan mineral dan batubara,True,"Laporan kegiatan pengembangan tambang batubara, permohonan izin penambangan mineral, proposal kerja sama pengolahan batubara, laporan kemajuan proyek pemanfaatan mineral"
500.10.26,pembinaan pengusahaan mineral,True,"permohonan izin usaha pertambangan, laporan kegiatan penambangan, permohonan bantuan teknis pengolahan mineral, surat perjanjian kerja sama pengusahaan mineral"
500.10.26.1,ketenagakerjaan,False,
500.10.26.2,pemberdayaan masyarakat sekitar tambang,True,"proposal bantuan sosial masyarakat sekitar tambang, laporan kegiatan pemberdayaan masyarakat, permohonan dana untuk pembangunan infrastruktur desa, surat permintaan bantuan pengembangan usaha masyarakat lokal."
500.10.26.3,penyelesaian perselisihan usaha pertambangan mineral,False,
500.10.26.4,rekomendasi kegiatan usaha pertambangan mineral,False,
500.10.26.5,laporan data kegiatan eksplorasi mineral,False,
500.10.26.6,pengawasan produksi dan pemasaran mineral logam bukan logam batuan radioaktif dan mineral jarang,False,
500.10.26.7,perizinan usaha pertambangan mineral,False,
500.10.26.8,kontrak karya kk,False,
500.10.26.9,pengelolaan barang kontrak karya kk,False,
500.10.26.10,persetujuan obyek vital nasional obvitnas,False,
500.10.26.11,persetujuan perubahan saham direksi komisaris pada perusahaan mineral,False,
500.10.26.12,teguran kepada pengusahan kontrak karya kk,False,
500.10.26.13,tanggapan kepada pemerintah daerah terkait usaha pertambangan mineral,False,
500.10.26.14,pedoman petunjuk teknis pertambangan mineral termasuk rancangan awal sampul dengan rancangan akhir,False,
500.10.26.15,pelaporan usaha pertambangan mineral,False,
500.10.26.16,penghargaan usaha pertambangan mineral,False,
500.10.26.17,penerbitan sertifikat clear and clean cnc izin usaha pertambangan iup mineral,False,
500.10.27,pembinaan pengusahaan batubara,True,"Permohonan Izin Pengusahaan Batubara, Laporan Kegiatan Pembinaan Pengusahaan Batubara, Penetapan Harga Jual Batubara, Permohonan Perpanjangan Kontrak Pengusahaan Batubara"
500.10.27.1,ketenagakerjaan,False,
500.10.27.2,pemberdayaan masyarakat sekitar tambang,True,"proposal bantuan dana pembangunan infrastruktur desa, laporan kegiatan pelatihan kewirausahaan masyarakat sekitar tambang, permohonan bantuan pengembangan usaha kecil, laporan hasil monitoring dan evaluasi program pemberdayaan masyarakat sekitar tambang"
500.10.27.3,penyelesaian perselisihan usaha pertambangan batubara,False,
500.10.27.4,rekomendasi kegiatan usaha pertambangan batubara,False,
500.10.27.5,laporan data kegiatan eksplorasi batubara,False,
500.10.27.6,pengawasan produksi dan pemasaran batubara bitumen padat batuan aspal batubara dan gambut antara lain laporan produksi dan penjualan batubara pkp2b iup hingga laporan kontrak penjualan pertambangan batubara,False,
500.10.27.7,perizinan usaha pertambangan batubara,False,
500.10.27.8,perjanjian karya pengusahaan batubara pkp2b,False,
500.10.27.9,pengelolaan barang perjanjian karya pengusahaan batubara pkp2b antara lain persetujuan pengadaan barang modal masterlist,False,
500.10.27.10,persetujuan obyek vital nasional obvitnas,False,
500.10.27.11,persetujuan perubahan saham direksi komisaris pada perusahaan perjanjian karya pengusahaan batubara pkp2b,False,
500.10.27.12,teguran kepada pengusahan perjanjian karya pengusahaan batubara pkp2b,False,
500.10.27.13,tanggapan kepada pemerintah daerah terkait usaha pertambangan batubara,False,
500.10.27.14,pedoman petunjuk teknis pertambangan mineral termasuk rancangan awal sampul dengan rancangan akhir,False,
500.10.27.15,pelaporan usaha pertambangan batubara,False,
500.10.27.16,penghargaan usaha pertambangan batubara,False,
500.10.27.17,penerbitan sertifikat clear and clean cnc izin usaha pertambangan iup batubara,False,
500.10.28,penerimaan negara,False,
500.10.28.1,penerimaan negara bukan pajak,False,
500.10.28.2,penetapan bagi hasil penerimaan negara bukan pajak pnbp,False,
500.10.28.3,pelaksanaan pemeriksaan dan pengujian pnbp,False,
500.10.29,teknik dan lingkungan mineral dan batubara,False,
500.10.29.1,perumusan rsni rancangan standar nasional indonesia rskkni rancangan standar kompetensi kerja nasional indonesia antara lain draft rancangan rancangan standar nasional,False,
500.10.29.2,pengawasan standarisasi,False,
500.10.29.3,persetujuan penunjukkan kepala wakil kepala teknik tambang,False,
500.10.29.4,pengawasan keselamatan kegiatan dan keselamatan pekerja antara lain laporan kecelakaan tambang statistik hingga laporan hasil pemeriksaan keselamatan dan kesehatan kerja k3,False,
500.10.29.5,pemeriksaan teknis dan pengujian instalasi dan peralatan tambang antara lain pemeriksaan dan pengujian instalasi dan peralatan,False,
500.10.29.6,analisis mengenai dampak lingkungan amdal,False,
500.10.29.7,upaya pengelolaan lingkungan ukl dan upaya pemantauan lingkungan upl,False,
500.10.29.8,rekomendasi bahan kimia,False,
500.10.29.9,pengawasan pelaksanaan pengelolaan dan pemantauan lingkungan antara lain laporan pelaksanaan rencana pengelolaan lingkungan rkl rencana pemantauan lingkungan rpl hingga surat penetapan jaminan pasca tambang,False,
500.10.29.10,laporan berkala teknik dan lingkungan pertambangan laporan tahunan pelaksanaan reklamasi antara lain laporan bulanan terjadinya pencemaran lpl 5 pelaksanaan reklamasi,False,
500.10.29.11,pemberian penghargaan antara lain pemberian penghargaan lingkungan pertambangan pemberian penghargaan keselematan kerja dokumen pengajuan dan penilaian tanda penghargaan lingkungan pertambangan dokumen pengajuan dan penilaian tanda penghargaan keselamatan,False,
500.10.29.12,pengawasan lingkungan pertambangan,False,
500.10.29.13,usaha jasa mineral dan batubara,False,
500.10.29.14,pembinaan dan pengawasan usaha jasa mineral dan batubara,True,"Pembinaan dan Pengawasan Usaha Jasa Penambangan Batubara, Permohonan Izin Usaha Jasa Pertambangan Mineral, Laporan Kegiatan Pengawasan Lingkungan Tambang, Surat Permohonan Rekomendasi Penggunaan Bahan Peledak di Area Pertambangan"
500.10.29.15,rekomendasi teknis antara lain pengajuan rekomendasi teknis hasil evaluasi,True,"Pengajuan Rekomendasi Teknis Penggunaan Batubara, Rekomendasi Teknis Pengelolaan Lingkungan Tambang, Permohonan Evaluasi Kelayakan Teknik Pertambangan, Pengajuan Rekomendasi Teknis Keselamatan Kerja Tambang"
500.10.29.16,persetujuan teknis antara lain pengajuan persetujuan teknis hasil evaluasi,True,"Pengajuan Persetujuan Teknis Penambangan Batubara, Permohonan Evaluasi Kelayakan Teknik Pertambangan, Laporan Hasil Evaluasi Keselamatan Kerja Tambang, Permohonan Persetujuan Teknis Penggunaan Alat Berat Pertambangan"
500.10.29.17,pengawasan teknis,False,
500.10.29.18,pengawasan konservasi mineral dan batubara,False,
500.10.29.19,pembinaan teknik dan lingkungan mineral dan batubara antara lain sosialisasi,True,"Undangan Sosialisasi Pembinaan Teknik dan Lingkungan Mineral, Laporan Kegiatan Sosialisasi Pembinaan Batubara, Proposal Pembinaan Teknik dan Lingkungan Mineral, Nota Dinamis Pembinaan dan Pengelolaan Sumber Daya Mineral"
500.10.30,program penelitian dan pengembangan,True,"Proposal penelitian energi terbarukan, permohonan dana pengembangan sumber daya mineral, laporan kemajuan penelitian energi surya, pengajuan kerja sama penelitian dan pengembangan teknologi energi"
500.10.30.1,rencana penelitian dan pengembangan,True,"Rencana Penelitian Pengembangan Energi Terbarukan, Proposal Penelitian Dampak Lingkungan Tambang, Laporan Kemajuan Penelitian Sumber Daya Mineral, Permohonan Anggaran Penelitian Energi Baru dan Terbarukan"
500.10.30.2,pengembangan dan inovasi,True,"proposal pengembangan teknologi energi terbarukan, laporan kemajuan proyek penelitian energi surya, permohonan dana untuk pengembangan inovasi energi, laporan hasil pengembangan sistem energi efisiensi"
500.10.30.3,dokumen penerapan pemanfaatan pendayagunaan replikasi prototipe hasil penelitian pengkajian pengembangan inovasi,True,"Laporan penerapan teknologi baru pada industri energi, proposal pengembangan prototipe mesin pengolahan mineral, permohonan pendanaan untuk proyek penelitian energi terbarukan, laporan kemajuan pengembangan inovasi teknologi penambangan."
500.10.30.4,advokasi dan fasilitasi penelitian pengembangan dan inovasi,True,"proposal kerja sama penelitian energi terbarukan, permohonan dana hibah penelitian sumber daya mineral, laporan kemajuan pengembangan teknologi energi, undangan seminar inovasi teknologi pertambangan"
500.10.30.5,diseminasi hasil penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,True,"Laporan Hasil Penelitian Pengembangan Energi Terbarukan, Proposal Kerja Sama Penelitian dan Pengembangan Teknologi, Undangan Sosialisasi Hasil Penelitian Pengembangan Sumber Daya Mineral, Laporan Kemajuan Penelitian dan Pengembangan Ilmu Pengetahuan dan Teknologi Energi"
500.10.30.6,pembinaan penelitian pengembangan pengkajian dan penerapan ilmu pengetahunan dan teknologi,True,"proposal penelitian energi terbarukan, permohonan dana pengembangan teknologi pertambangan, laporan kemajuan penelitian sumber daya mineral, pengajuan kerja sama penelitian dan pengembangan teknologi energi"
500.10.30.7,jaringan sistem nasional penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,True,"proposal kerja sama penelitian energi terbarukan, laporan kegiatan penelitian dan pengembangan teknologi energi, permohonan bantuan dana penelitian sumber daya mineral, notifikasi hasil pengujian jaringan sistem nasional penelitian pengembangan teknologi"
500.10.30.8,data dan informasi hasil penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,True,"Laporan Hasil Penelitian Pengembangan Energi Terbarukan, Permohonan Pendanaan Proyek Penelitian Sumber Daya Mineral, Nota Dinas Penelitian dan Pengembangan Teknologi Energi, Berita Acara Penelitian dan Pengembangan Ilmu Pengetahuan dan Teknologi"
500.10.30.9,master proceeding jurnal penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,True,"Proposal Penelitian Pengembangan Energi Terbarukan, Laporan Hasil Penelitian Pengembangan Teknologi Pengolahan Mineral, Permohonan Pendanaan Proyek Penelitian dan Pengembangan, Nota Dinas Penyebaran Hasil Penelitian Pengembangan Ilmu Pengetahuan dan Teknologi"
500.10.30.10,hak atas kekayaan intelektual haki,False,
500.10.30.11,forum komunikasi penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,True,"Notulensi Rapat Forum Komunikasi Penelitian, Undangan Seminar Pengembangan Teknologi, Laporan Kegiatan Penelitian dan Pengembangan, Permohonan Bantuan Peralatan Penelitian"
500.10.30.12,layanan jasa penelitian pengembangan penerapan iptek,True,"Permohonan layanan jasa penelitian pengembangan, laporan hasil penelitian penerapan iptek, proposal kerja sama penelitian dan pengembangan, pengajuan anggaran untuk kegiatan penelitian pengembangan iptek"
500.10.30.13,sertifikasi personil peneliti bidang sumber daya mineral,False,
500.10.31,sarana litbang,False,
500.10.31.1,administrasi penggunaan peralatan,False,
500.10.31.2,logbook peralatan survei peralatan uji kalibrasi,False,
500.10.32,afiliasi,False,
500.10.32.1,proyek percontohan,False,
500.10.32.2,promosi dan layanan jasa teknologi,False,
500.10.32.3,pembinaan penelitian dan pengembangan,True,"proposal penelitian energi terbarukan, permohonan dana pengembangan teknologi mineral, laporan kemajuan penelitian sumber daya alam, pengajuan kerja sama penelitian dan pengembangan energi baru"
500.10.32.4,penyajian informasi,False,
500.10.33,penelitian dan pengembangan kegeologian,True,"Penelitian potensi sumber daya mineral, pengembangan teknologi kegeologian, permohonan dana penelitian geologi, laporan hasil survei geologi"
500.10.33.1,pemetaaan dan penelitian geologi geokimia dan geofisika kelautan,False,
500.10.33.2,energi kelautan dan kewilayahan penelitian energi dan kewilayahan pantai,False,
500.10.33.3,penelitian sumber daya energi dan mineral kelautan,False,
500.10.33.4,penelitian sumber daya mineral kelautan,False,
500.10.34,penelitian dan pengembangan teknologi minyak dan gas bumi,True,"Penelitian potensi minyak dan gas bumi di daerah kabupaten, pengembangan teknologi pengeboran minyak, permohonan dana penelitian energi terbarukan, laporan kemajuan proyek penelitian dan pengembangan teknologi minyak dan gas bumi."
500.10.34.1,teknologi eksplorasi,False,
500.10.34.2,teknologi eksploitasi,False,
500.10.34.3,laboratorium,False,
500.10.34.4,study,False,
500.10.34.5,teknologi proses,False,
500.10.34.6,teknologi aplikasi produk,False,
500.10.34.7,teknologi gas,False,
500.10.35,penelitian dan pengembangan teknologi mineral batubara,True,"Penelitian teknologi pengolahan batubara, pengembangan sumber daya mineral batubara, permohonan dana penelitian teknologi mineral, laporan hasil penelitian teknologi pengolahan batubara"
500.10.35.1,teknologi eksploitasi tambang dan pengolahan sumber daya,False,
500.10.35.2,teknologi pengolahan dan pemanfaatan mineral,False,
500.10.35.3,teknologi pemanfaatan batubara,False,
500.10.36,penelitian dan pengembangan ketenagalistrikan dan energi baru terbarukan,True,"Penelitian pengembangan energi surya, permohonan dana penelitian ketenagalistrikan, laporan kemajuan proyek energi baru terbarukan, pengajuan proposal pengembangan pembangkit listrik tenaga bayu"
500.10.36.1,energi baru terbarukan,False,
500.10.36.2,teknologi ketenagalistrikan,False,
500.10.36.3,lingkungan dan konservasi energi,False,
500.10.36.4,penelitian dan pengembangan teknologi pltsa pembangkit listrik tenaga sampah dan konservasi energi,True,"Penelitian pengembangan teknologi PLTSa, permohonan dana penelitian energi terbarukan, laporan kemajuan proyek konservasi energi, pengajuan kerja sama penelitian pembangkit listrik tenaga sampah."
500.11,perhubungan,False,
500.11.1,kebijakan di bidang perhubungan yang dilakukan oleh pemerintah daerah,False,
500.11.2,jaringan prasarana dan pelayanan,False,
500.11.2.1,penentuan lokasi terminal barang tipe pengumpul dan tipe penunjang,False,
500.11.2.2,penentuan lokasi terminal penumpang tipe a tipe b dan tipe c,False,
500.11.2.3,penetapan lokasi terminal barang utama,False,
500.11.2.4,standar pelayanan minimal pengoperasian terminal,False,
500.11.2.5,jaringan trayek angkutan antar kota provinsi,False,
500.11.2.6,jaringan lintas pada jaringan jalan primer,False,
500.11.2.7,penetapan kelas jalan primer,False,
500.11.2.8,kualifikasi teknis petugas terminal,False,
500.11.2.9,jaringan transportasi jalan sekunder,False,
500.11.3,pengembangan transportasi jalan,True,"proposal pengembangan jalan tol, permohonan bantuan perbaikan jalan rusak, laporan kemajuan pembangunan jalan lingkar kota, surat permintaan data kecelakaan lalu lintas"
500.11.3.1,sistem informasi dan komunikasi lalu lintas dan angkutan jalan,False,
500.11.3.2,pengembangan transportasi jalan,True,"proposal pengembangan jalan kabupaten, permohonan bantuan perbaikan jalan rusak, laporan kemajuan pembangunan jalan, surat perintah pekerjaan pengaspalan jalan"
500.11.4,pengujian kendaraan bermotor,False,
500.11.4.1,pengesahan hasil uji tipe kendaraan bermotor,False,
500.11.4.2,sertifikasi uji tipe kendaraan bermotor,False,
500.11.4.3,sertifikasi tenaga penguji kendaraan bermotor,False,
500.11.4.4,akreditasi unit pengujian kendaraan bermotor,False,
500.11.5,teknologi kendaraan bermotor,False,
500.11.5.1,sertifikasi rancang bangun dan rekayasa kendaraan bermotor,False,
500.11.5.2,pelaksanaan kalibrasi peralatan uji kendaraan bermotor,False,
500.11.5.3,persyaratan teknis dan laik jalan kendaraan bermotor,False,
500.11.5.4,harmonisasi dan standardisasi regulasi kendaraan bermotor,False,
500.11.6,manajemen dan rekayasa lalu lintas,False,
500.11.6.2,manajemen dan rekayasa lalu lintas di jalan nasional,False,
500.11.7,perlengkapan jalan,False,
500.11.7.1,pedoman teknis perlengkapan jalan,False,
500.11.7.2,penimbangan kendaraan bermotor dijalan,False,
500.11.7.3,akreditasi unit penimbangan kendaraan bermotor,False,
500.11.7.4,kualifikasi teknis petugas penimbangan kendaraan bermotor,False,
500.11.7.5,pengadaan pemasangan perbaikan dan pemeliharaan perlengkapan jalan di jalan nasional,False,
500.11.8,angkutan penumpang,False,
500.11.8.1,tarif angkutan penumpang kelas ekonomi,False,
500.11.8.2,izin trayek angkutan penumpang untuk trayek lintas batas negara,False,
500.11.8.3,izin trayek antar kota antar provinsi,False,
500.11.8.4,izin operasi angkutan pariwisata dan angkutan penumpang tidak dalam trayek yang wilayah pelayanannya bersifat lintas batas negara antar kota provinsi,False,
500.11.8.5,penilaian kinerja perusahaan angkutan umum,False,
500.11.8.6,pemberian subsidi angkutan umum,False,
500.11.8.7,angkutan perintis,False,
500.11.8.8,penghargaan perusahaan angkutan umum,False,
500.11.9,angkutan barang,False,
500.11.9.1,sistem informasi dan komunikasi lalu lintas dan angkutan jalan,False,
500.11.9.2,tarif angkutan barang,False,
500.11.9.3,izin operasi angkutan barang tertentu,False,
500.11.9.4,pembinaan angkutan barang,True,"Pembinaan Penggunaan Truk, Permohonan Izin Angkutan Barang, Laporan Kegiatan Angkutan Barang, Pengajuan Bantuan Peralatan Angkutan Barang"
500.11.9.5,izin dispensasi angkutan jalan,False,
500.11.10,monitoring operasional,False,
500.11.10.1,pengendalian operasional lalu lintas dan angkutan jalan,False,
500.11.10.2,pengawasan penertiban dan pemberian sanksi administratif terhadap pelanggaran operasional kendaraan angkutan umum yang menjadi kewenangan,False,
500.11.10.3,berkas pelanggaran perda,False,
500.11.11,bimbingan teknis penyidik pegawai negeri sipil,False,
500.11.11.1,pedoman teknis,False,
500.11.11.2,penyidikan pelanggaran lalu lintas dan angkutan jalan oleh penyidik pegawai negeri sipil ppns,False,
500.11.11.3,bimtek ppns,False,
500.11.11.4,pengusulan pengangkatan dan pemberhentian penyidik pegawai negeri sipil ppns,False,
500.11.12,analisa dan evaluasi jaringan jaringan transportasi sungai danau dan penyeberangan,True,"Analisa Kinerja Jaringan Transportasi Sungai, Evaluasi Efisiensi Penyeberangan, Laporan Kondisi Jaringan Transportasi Danau, Permohonan Perbaikan Sarana Penyeberangan"
500.11.12.1,pendataan jaringan transportasi sungai danau dan penyebrangan,False,
500.11.12.2,análisis serta informasi jaringan transportasi sungai danau dan penyeberangan,False,
500.11.13,pengembangan jaringan jaringan transportasi sungai danau dan penyeberangan,True,"Pengajuan proposal pengembangan dermaga penyeberangan, permohonan bantuan pengadaan kapal penyeberangan, laporan kemajuan pembangunan jaringan transportasi sungai, permohonan izin pembangunan jembatan penyeberangan sungai"
500.11.13.1,pengembangan dan penetapan jaringan transportasi sungai danau dan penyeberangan peta jaringan blueprint jaringan,True,"Pengajuan proposal pengembangan jaringan transportasi sungai, Permohonan perizinan penggunaan jaringan transportasi danau, Laporan kemajuan pembangunan jaringan penyeberangan, Permintaan revisi peta jaringan transportasi sungai danau dan penyeberangan."
